"Sygnatura czasowa","Płeć","Wiek","Wykształcenie","Z jakich form nauki korzystasz?","Jak oceniasz poziom nauki informatyki w szkole?","Czy uważasz, że twój nauczyciel/ka z informatyki miał/a wystarczające kwalifikacje do nauki tego przedmiotu?","Które zagadnienia były omawiane na Twoich lekcjach informatyki? ","Czy uważasz, że darmowa platforma e-learningowa pomagająca w nauce do matury z informatyki jest potrzebna?","Czy przystępowałeś już do egzaminu maturalnego?","Czy roważałeś/aś kiedykolwiek związanie swojej kariery zawodowej z branżą IT?","Czy rozważałeś/aś podejście do matury w przyszłości?","Czy przystępowałeś do matury z informatyki?","Jeśli nie przystępowałeś do matury z informatyki, to dlaczego?","Do klasy o jakim profilu chodzisz?","Czy rozważasz swoją przyszłą karierę w IT?","Jakie przedmioty rozszerzone planujesz wybrać?","Czy uważasz, że zajęcia w szkole wystarczą do dobrego przygotowania do matury z informatyki?","Czy miałeś/aś możliwość wybrania rozszerzenia z informatyki? Czy w Twojej szkole istnieje klasa o profilu informatycznym?","Czy korzystasz z korepetycji z informatyki?","Jak często korzystałeś/aś lub korzystasz z podręcznika do informatyki?","Przygotowując się do tej matury jak często korzystałeś/aś lub korzystasz z materiałów dostępnych w internecie?","Jak oceniasz dostępność i jakość materiałów do nauki do matury z informatyki?","Czy materiały z których korzystasz są dostępne bezpłatnie?"
"2023/01/04 9:13:19 AM CET","Wolę nie podawać","Poniżej 18 roku życia","Średnie (liceum)","Tutoriale na YT","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Algorytmika;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","angielski ","Nie","Nie","Nie","1","3","2","Tak"
"2023/01/04 12:13:27 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","","Nie","Tak","Nie","1","1","3","Tak"
"2023/01/04 2:54:09 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Korepetycje","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Może","Historia","Nie","Tak","Tak","3","3","4","W większości tak"
"2023/01/04 3:11:23 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","językowa","Nie","Polski,Angielski,Geografia","Nie","Tak","Nie","1","5","3","Tak"
"2023/01/04 3:16:42 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje;Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","","Nie","Tak","Nie","4","","",""
"2023/01/04 3:20:40 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (technikum)","Książki i podręczniki;Korepetycje;Kursy stacjonarne","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","technik geodeta ","Może","Informatyka","Tak","Nie","Nie","1","1","3","Tak"
"2023/01/04 3:53:18 PM CET","Wolę nie podawać","Powyżej 26 roku życia","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (płatne);Kursy online (bezpłatne);Kursy stacjonarne;Strony i platformy e-learningowe;Bootcamp'y","5","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Programowanie (Pascal lub inne);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Nie, taka forma nauki nie ma sensu","","","","Tak","","","","","","","Nie","5","5","5","W większości nie"
"2023/01/04 6:10:46 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);SQL;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Nie","Biologia Chemia Angielski","Nie dotyczy","Tak","Tak","2","","",""
"2023/01/04 7:28:00 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","5","2","Tak"
"2023/01/04 8:21:29 PM CET","Mężczyzna","18-26 lat","Średnie (liceum)","Książki i podręczniki;Kursy online (płatne);Kursy online (bezpłatne);Kursy stacjonarne","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","Tak","","","Nie","Matura z informatyki jest dla mnie nie ciekawa. Poza tym nauczyciel uczył podstawy. ","","","","","","","","","",""
"2023/01/04 9:32:31 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Tak","Tak","Nie","1","","3","W większości tak"
"2023/01/04 11:26:10 PM CET","Kobieta","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (płatne);Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, ale sam bym z niej nie korzystał/a","Tak","","","Nie","Bo nie lubie tego przedmiotu","","","","","","","","","",""
"2023/01/04 11:33:13 PM CET","Kobieta","18-26 lat","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel)","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Nie","Matematyka;chemia biologia","Nie dotyczy","Tak","Nie","","","",""
"2023/01/04 11:45:22 PM CET","Kobieta","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Tak","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, skończyłem/am szkołę, ale nie podchodziłem/am do matury","Tak","Nie","","","","","","","","","","","",""
"2023/01/05 1:10:48 AM CET","Kobieta","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","Tak","","","Nie","Nie było mi potrzebne do studiów ","","","","","","","","","",""
"2023/01/05 3:26:00 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (bezpłatne)","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","","","","Nie","","","","","","","","","","",""
"2023/01/05 6:31:03 AM CET","Kobieta","18-26 lat","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje;Strony i platformy e-learningowe","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Nie","biologia chemia","Nie","Tak","Nie","1","1","1","Różnie"
"2023/01/05 9:13:51 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Kursy online (płatne);Kursy online (bezpłatne)","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);SQL;Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nie miałam rozszerzenia i kierunek studiów tego nie wymagał ","","","","","","","","","",""
"2023/01/05 9:53:48 AM CET","Mężczyzna","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Nie wiem","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","Tak","","","Nie","","","","","","","","","","",""
"2023/01/05 10:09:21 AM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","5","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Schematy blokowe;Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","OZE-Energia elektryczna ","Nie","Matematyka","Nie","Nie","Nie","1","3","3","W większości tak"
"2023/01/05 11:04:57 AM CET","Wolę nie podawać","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Korepetycje","3","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nie wiązałem swojej przyszłości z tym przedmiotem","","","","","","","","","",""
"2023/01/05 11:24:02 AM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Może","Informatyka;Matematyka;Fizyka","Nie","Tak","Nie","4","3","3","Tak"
"2023/01/05 12:52:11 PM CET","Mężczyzna","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Cyberbezpieczeństwo","Nie, taka forma nauki nie ma sensu","Nie, jeszcze się uczę","","","","","mat-biol-ang","Nie","Angielski, Geografia ","Nie dotyczy","Nie","Nie","1","5","3","W większości tak"
"2023/01/05 5:31:10 PM CET","Kobieta","Powyżej 26 roku życia","Wyższe lub w trakcie studiów","Książki i podręczniki;Korepetycje;Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, ale sam bym z niej nie korzystał/a","","","","Nie","Nie była mi po prostu potrzebna.","","","","","","","","","",""
"2023/01/05 5:44:07 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (technikum)","Książki i podręczniki","4","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","","Nie","","Nie","Tak","Nie","2","3","3","W większości tak"
"2023/01/05 5:58:15 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (bezpłatne);Kursy stacjonarne;Strony i platformy e-learningowe","4","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Technik-informatyk","Tak","Matematyka","Tak","Nie","Nie","1","4","4","Tak"
"2023/01/05 6:00:21 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","1","Nie wiem","Obsługa edytorów tekstowych (Word);Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","Pol/wos/ ang","Nie","Ang i może coś jeszcze ","Nie dotyczy","Tak","Nie","1","1","3","Różnie"
"2023/01/05 6:08:18 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe;W praktyce ","1","Tak","Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Tak","Nie","2","5","4","W większości tak"
"2023/01/05 6:18:26 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Sieci komputerowe","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","Biol-geo","Nie","Biologia","Nie dotyczy","Nie","Nie","1","1","2","Tak"
"2023/01/05 6:42:28 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT","2","Nie wiem","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","Polski","Nie dotyczy","Tak","Nie","1","1","3","Tak"
"2023/01/05 7:01:14 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (płatne);Kursy stacjonarne;Strony i platformy e-learningowe","5","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo;Inventor","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Mat-geo","Nie","Geografia ","Tak","Nie","Nie","1","1","3","Różnie"
"2023/01/05 7:04:30 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","Polski i niemiecki ","Nie dotyczy","Tak","Nie","1","4","2","W większości tak"
"2023/01/05 7:10:55 PM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki","1","Tak","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","","","","","","","","","","",""
"2023/01/05 8:25:36 PM CET","Kobieta","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Nie","Biologia, angielski, hiszpański ","Nie dotyczy","Tak","Nie","1","","",""
"2023/01/06 12:29:30 AM CET","Mężczyzna","18-26 lat","Podstawowe","Tutoriale na YT;Korepetycje;Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Mat-geo","Tak","Informatyka;Matematyka;angielski","Nie","Nie","Tak","1","5","3","W większości tak"
"2023/01/06 12:52:24 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Strony i platformy e-learningowe","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, ale sam bym z niej nie korzystał/a","","","","Nie","","","","","","","","","","",""
"2023/01/06 6:41:21 AM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","stare matury","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Nie","Informatyka;Matematyka;Fizyka","Nie","Tak","Nie","1","5","3","Tak"
"2023/01/06 10:02:39 AM CET","Kobieta","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne)","3","Nie wiem","Programowanie (Python / C++ / Java)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Może","Informatyka;Matematyka","Nie","Tak","Nie","1","3","3","Różnie"
"2023/01/06 11:09:10 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Kursy online (płatne);Kursy online (bezpłatne);Kursy stacjonarne","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Algorytmika","Tak, to może być bardzo przydatne narzędzie","","","","Nie","nie miałam wiedzy z tego przedmiotu, mieliśmy informatykę tylko przez rok","","","","","","","","","",""
"2023/01/06 11:29:12 AM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Systemy liczbowe (binarny, szesnastkowy itd.);Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","polski, angielski ","Nie dotyczy","Tak","Nie","1","1","1","Różnie"
"2023/01/06 11:57:38 AM CET","Kobieta","18-26 lat","Średnie (technikum)","Tutoriale na YT;Kursy stacjonarne;Strony i platformy e-learningowe","4","Tak","Obsługa edytorów tekstowych (Word);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, skończyłem/am szkołę, ale nie podchodziłem/am do matury","Nie","Nie","","","","","","","","","","","",""
"2023/01/06 2:38:41 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Korepetycje;Kursy online (płatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka;Fizyka;polski","Nie","Tak","Tak","1","5","2","W większości tak"
"2023/01/06 2:41:25 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Korepetycje;Kursy online (płatne);Kursy online (bezpłatne)","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Może","Informatyka;Matematyka;Fizyka;angielski, niemiecki","Nie","Tak","Nie","1","4","1","Tak"
"2023/01/06 2:44:07 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne)","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Tak","Informatyka;Matematyka;chemia, biologia","Nie","Tak","Nie","2","5","2","W większości tak"
"2023/01/06 2:46:08 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Może","Matematyka","Nie","Nie","Nie","1","1","3","Różnie"
"2023/01/06 2:49:14 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Nie korzystam","4","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Programowanie (Pascal lub inne);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka;Fizyka","Tak","Tak","Nie","1","5","3","Tak"
"2023/01/06 2:53:47 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Nie","Nie","1","4","2","W większości nie"
"2023/01/06 2:56:45 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","2","4","2","Tak"
"2023/01/06 3:00:51 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","językowa","Nie","Matematyka;polski","Nie","Nie","Nie","1","3","2","Tak"
"2023/01/06 3:02:50 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Korepetycje;Kursy online (płatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Tak","Informatyka;Matematyka","Nie","Nie","Tak","1","5","1","W większości tak"
"2023/01/06 3:04:48 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (płatne)","3","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Schematy blokowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Nie","Nie","1","4","2","Tak"
